"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"367573","occ","","","34766","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","9135"
"367725","occ","","","34784","Canis apolloniensis","species","55004","Early Pleistocene","","2.588","0.781","9136"
"367963","occ","","","34808","Canis lupus","species","44860","Early Pleistocene","Middle Pleistocene","2.588","0.126","9135"
"369203","occ","","","34926","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9345"
"369226","occ","","","34927","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9345"
"374162","occ","","","35369","Canis lupus","species","44860","Villanyian","","3.2","2.588","9534"
"375514","occ","","","35442","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","9534"
"379666","occ","","","35907","Canis lupus","species","44860","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"380822","occ","","","36134","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9695"
"381189","occ","","","36206","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"381231","occ","","","22728","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","9643"
"381395","occ","","","36214","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"381462","occ","","","36219","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"381496","occ","","","36220","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"382572","occ","","","36376","Canis familiaris","species","104153","Quaternary","","2.588","0","9756"
"398243","occ","","","13066","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10274"
"408440","occ","","","39314","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10617"
"408441","occ","","","39314","Canis aureus","species","104156","Pleistocene","","2.588","0.0117","10617"
"415526","occ","","","40266","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","10889"
"417541","occ","","","40497","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10916"
"420015","occ","11528","","40808","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"439011","occ","","","42866","Canis aureus","species","104156","Middle Pleistocene","","0.781","0.126","11378"
"440026","occ","","","43008","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11397"
"440029","occ","","","43008","Canis aureus","species","104156","Middle Pleistocene","","0.781","0.126","11397"
"442555","occ","","","43618","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457"
"442574","occ","","","43619","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442635","occ","","","43629","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442664","occ","","","43630","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442682","occ","","","43631","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442712","occ","","","43632","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442908","occ","","","43644","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","11465"
"443152","occ","","","43649","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443180","occ","","","43650","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443190","occ","","","43651","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443238","occ","","","43653","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443254","occ","","","43654","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443315","occ","","","43656","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","11465"
"443400","occ","","","43664","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443582","occ","","","43689","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11465"
"443685","occ","","","43699","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443733","occ","","","43702","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11465"
"447654","occ","","","44090","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11572"
"447692","occ","","","44091","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","11575"
"485282","occ","","","48587","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","12964"
"488520","occ","","","49089","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13054"
"493158","occ","","","49814","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13378"
"493203","occ","","","49816","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13380"
"494704","occ","","","49999","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13430"
"497012","occ","","","50196","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497081","occ","","","50198","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497120","occ","","","50199","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497444","occ","","","50242","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","9643"
"497510","occ","","","50249","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497635","occ","","","50258","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497675","occ","","","50259","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"498812","occ","13073","","50342","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","13519"
"502572","occ","","","51100","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13623"
"536650","occ","","","55533","Canis lupus","species","44860","Holocene","","0.0117","0","14999"
"565629","occ","","","59150","Canis lupus","species","44860","Holocene","","0.0117","0","16894"
"583571","occ","","","21695","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","17685"
"597517","occ","","","63338","Pseudalopex gymnocercus","species","83739","Holocene","","0.0117","0","23893"
"610349","occ","","","65405","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","18853"
"623887","occ","","","20495","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","19165"
"654796","occ","","","70673","Canis dirus","species","44837","Early Pleistocene","","2.588","0.781","19694"
"654798","occ","","","70673","Pseudalopex gymnocercus","species","83739","Early Pleistocene","","2.588","0.781","19694"
"658992","occ","","","71060","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","23807"
"661478","occ","","","71263","Canis latrans","species","44854","Late Pleistocene","Holocene","0.126","0","24053"
"661593","occ","","","71277","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","23923"
"661651","occ","","","71286","Pseudalopex gymnocercus","species","83739","Lujanian","","0.781","0.012","24012"
"661802","occ","","","71303","Pseudalopex gymnocercus","species","83739","Lujanian","","0.781","0.012","24010"
"661877","occ","","","71308","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","24035"
"662059","occ","","","71329","Canis familiaris","species","104153","Holocene","","0.0117","0","24000"
"662216","occ","","","71345","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","24078"
"662240","occ","21913","","71346","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2195"
"662312","occ","","","71349","Canis familiaris","species","104153","Holocene","","0.0117","0","24088"
"683956","occ","","","73752","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","2588"
"683957","occ","","","73752","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2588"
"684223","occ","","","73761","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","24726"
"689842","occ","","","74141","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","24884"
"690439","occ","","","74240","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","24936"
"691250","occ","","","74474","Canis latrans","species","44854","Holocene","","0.0117","0","1326"
"696742","occ","","","74953","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","25288"
"709222","occ","","","75995","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","25717"
"709947","occ","","","76059","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","25748"
"709948","occ","","","76059","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","25748"
"713685","occ","","","76530","Canis lupus","species","44860","Late Pliocene","","3.6","2.588","24838"
"732488","occ","","","63515","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","26437"
"740001","occ","","","79548","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","26697"
"740235","occ","","","79581","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","26708"
"740244","occ","","","79582","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","26708"
"740260","occ","","","79584","Canis latrans","species","44854","Holocene","","0.0117","0","26708"
"740510","occ","","","79630","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","26738"
"740511","occ","","","79630","Canis latrans","species","44854","Pleistocene","","2.588","0.0117","26738"
"740981","occ","","","79683","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","26776"
"740982","occ","","","79683","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","26776"
"745056","occ","","","79918","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","26822"
"745057","occ","","","79757","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","26822"
"745058","occ","22618","","79919","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","31468"
"776506","occ","","","83304","Canis aureus","species","104156","Holocene","","0.0117","0","27974"
"789151","occ","","","85314","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","28773"
"798179","occ","","","86852","Canis rufus","species","44879","Pleistocene","","2.588","0.0117","29235"
"819173","occ","","","90036","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","30172"
"834584","occ","","","92732","Canis familiaris","species","104153","Holocene","","0.0117","0","31261"
"835238","occ","","","92733","Canis familiaris","species","104153","Holocene","","0.0117","0","31261"
"836034","occ","","","92787","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31309"
"838769","occ","","","93103","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","3185"
"838770","occ","","","93103","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3185"
"839053","occ","","","93141","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31472"
"839054","occ","","","93141","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31472"
"839964","occ","22635","","93181","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3553"
"839965","occ","","","93181","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31486"
"839986","occ","","","93181","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","3553"
"840114","occ","","","93182","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31487"
"840115","occ","","","93182","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31487"
"841210","occ","","","93251","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","31525"
"841211","occ","","","93251","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31525"
"841212","occ","","","93251","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31525"
"841247","occ","","","93257","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","31531"
"841442","occ","","","93281","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31547"
"841443","occ","","","93281","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31547"
"841444","occ","","","93281","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31547"
"841539","occ","","","93277","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31561"
"841709","occ","","","93326","Canis latrans","species","44854","Late Pleistocene","Holocene","0.126","0","31567"
"841710","occ","","","93326","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","31567"
"841734","occ","","","93329","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31573"
"841748","occ","","","93333","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31579"
"841749","occ","","","93333","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31579"
"841784","occ","","","93345","Canis latrans","species","44854","Late Pleistocene","Holocene","0.126","0","31584"
"841978","occ","","","93376","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","31597"
"841995","occ","","","93379","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31599"
"841996","occ","","","93379","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","31599"
"842581","occ","","","93528","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31647"
"847926","occ","","","94328","Canis lupus","species","44860","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076"
"874990","occ","","","96973","Canis mesomelas","species","232943","Holocene","","0.0117","0","33119"
"875018","occ","","","96974","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","33119"
"906500","occ","","","101897","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","34644"
"906526","occ","","","101898","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","34644"
"906585","occ","","","101899","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","34644"
"915284","occ","","","103991","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","35027"
"915704","occ","","","104758","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","34884"
"915925","occ","","","104797","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","35005"
"919339","occ","","","104664","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","1461"
"919358","occ","","","104667","Canis familiaris","species","104153","Holocene","","0.0117","0","41131"
"919450","occ","","","104675","Canis familiaris","species","104153","Holocene","","0.0117","0","1461"
"919540","occ","","","104689","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","1461"
"934378","occ","","","82258","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","35381"
"935492","occ","","","82530","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","35842"
"938097","occ","","","102954","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","35949"
"970676","occ","","","21709","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","37298"
"970759","occ","","","21711","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","37298"
"970808","occ","","","21931","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","37298"
"970821","occ","","","115167","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","37301"
"970910","occ","","","115184","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","37303"
"970959","occ","","","115188","Canis mesomelas","species","232943","Middle Pleistocene","","0.781","0.126","37305"
"971090","occ","","","115205","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","37314"
"973715","occ","","","93828","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","37407"
"1003082","occ","","","122115","Canis familiaris","species","104153","Holocene","","0.0117","0","38884"
"1028841","occ","","","93332","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","40141"
"1028842","occ","","","93332","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","40141"
"1033798","occ","","","93332","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","40654"
"1033799","occ","","","93332","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","40654"
"1034153","occ","","","20302","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","39868"
"1034197","occ","","","20302","Canis rufus","species","44879","Irvingtonian","","1.8","0.3","41080"
"1106774","occ","","","115191","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","45190"
"1118503","occ","","","142016","Canis proplatensis","species","264379","Early Pleistocene","","2.588","0.781","46109"
"1137413","occ","","","144976","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","46836"
"1140905","occ","","","145366","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","46993"
"1185081","occ","","","152904","Canis armbrusteri","species","44827","Pleistocene","","2.588","0.0117","49269"
"1186496","occ","","","150336","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","48793"
"1186497","occ","","","150336","Canis lupus","species","44860","Rancholabrean","","0.3","0.012","48793"
"1186498","occ","","","150336","Canis lupus","species","44860","Rancholabrean","","0.3","0.012","48793"
"1186499","occ","","","150336","Canis latrans","species","44854","Rancholabrean","","0.3","0.012","48793"
"1186500","occ","","","150336","Canis latrans","species","44854","Rancholabrean","","0.3","0.012","48793"
"1196134","occ","","","154722","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50316"
"1196135","occ","","","154722","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50316"
"1196392","occ","","","154771","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50335"
"1196393","occ","","","154771","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50335"
"1196494","occ","","","34269","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50338"
"1196538","occ","","","74292","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50339"
"1196539","occ","","","74292","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","50339"
"1196540","occ","","","74292","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50339"
"1196892","occ","","","154804","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50371"
"1196936","occ","","","154805","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2451"
"1196937","occ","","","154805","Canis rufus","species","44879","Late Pleistocene","","0.126","0.0117","2451"
"1196938","occ","","","154805","Canis familiaris","species","104153","Late Pleistocene","","0.126","0.0117","2451"
"1197787","occ","","","154910","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50427"
"1197870","occ","","","154921","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","50430"
"1201173","occ","","","155393","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50711"
"1201221","occ","","","155393","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50713"
"1201222","occ","","","155393","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","50713"
"1201310","occ","","","155409","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","50720"
"1201311","occ","","","155409","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","50720"
"1217418","occ","","","18304","Canis ferox","species","44840","Hemphillian","","10.3","4.9","52058"
"1217419","occ","","","19612","Canis ferox","species","44840","Late Hemphillian","","10.3","4.9","52058"
"1217420","occ","","","19514","Canis ferox","species","44840","Late Hemphillian","","10.3","4.9","52058"
"1217421","occ","","","18755","Canis ferox","species","44840","Late Hemphillian","","10.3","4.9","52058"
"1217422","occ","","","19925","Canis ferox","species","44840","Blancan","","4.9","1.8","52058"
"1217423","occ","","","19954","Canis lepophagus","species","44856","Blancan","","4.9","1.8","52058"
"1217424","occ","","","19914","Canis lepophagus","species","44856","Blancan","","4.9","1.8","52058"
"1217425","occ","","","79621","Canis lepophagus","species","44856","Late Pleistocene","","0.126","0.0117","52058"
"1220316","occ","","","20033","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058"
"1220317","occ","","","19963","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058"
"1220325","occ","","","19954","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058"
"1220326","occ","","","19751","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058"
"1220328","occ","","","159674","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058"
"1220329","occ","","","159675","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058"
"1220330","occ","","","159676","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058"
"1220333","occ","","","159677","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058"
"1220334","occ","","","159678","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058"
"1220335","occ","","","159679","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058"
"1220336","occ","","","20342","Canis edwardii","species","44838","Irvingtonian","","1.8","0.3","52058"
"1220337","occ","","","18500","Canis edwardii","species","44838","Miocene","","23.03","5.333","52058"
"1220339","occ","","","20322","Canis edwardii","species","44838","Blancan","","4.9","1.8","52058"
"1220340","occ","","","159680","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058"
"1220342","occ","","","20532","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058"
"1220343","occ","","","152653","Canis latrans","species","44854","Pleistocene","","2.588","0.0117","52058"
"1220344","occ","","","20537","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","52058"
"1220345","occ","","","20500","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058"
"1220346","occ","","","20501","Canis latrans","species","44854","Irvingtonian","","1.8","0.3","52058"
"1220347","occ","","","20501","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","52058"
"1220348","occ","","","20138","Canis dirus","species","44837","Irvingtonian","","1.8","0.3","52058"
"1230888","occ","","","162014","Canis lupus","species","44860","Holocene","","0.0117","0","52776"
"1231936","occ","","","162133","Canis latrans","species","44854","Holocene","","0.0117","0","52801"
"1231937","occ","","","162133","Canis familiaris","species","104153","Holocene","","0.0117","0","52801"
"1234807","occ","","","162545","Canis familiaris","species","104153","Holocene","","0.0117","0","52940"
"1310775","occ","","","175940","Canis lupus","species","44860","Holocene","","0.0117","0","57682"
"1310781","occ","","","175940","Canis familiaris","species","104153","Holocene","","0.0117","0","57682"
"1310790","occ","","","175941","Canis familiaris","species","104153","Holocene","","0.0117","0","57683"
"1310800","occ","","","175942","Canis familiaris","species","104153","Holocene","","0.0117","0","57683"
"1314668","occ","","","176411","Canis familiaris","species","104153","Holocene","","0.0117","0","58039"
"1315351","occ","","","122450","Canis lupus","species","44860","Holocene","","0.0117","0","58111"
"1350564","occ","","","183123","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","61122"
"1356828","occ","","","184245","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","61580"
"1372387","occ","","","104698","Canis armbrusteri","species","44827","Calabrian","","1.806","0.781","62831"
"1374964","occ","","","187755","Canis familiaris","species","104153","Holocene","","0.0117","0","63022"
