"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"842581","occ","","","93528","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","31647"
"847926","occ","","","94328","Canis lupus","species","44860","Early Pleistocene","Late Pleistocene","2.58","0.0117","32076"
"847940","occ","","","94331","Canis","genus","41198","Middle Pleistocene","Late Pleistocene","0.774","0.0117","32076"
"872393","occ","","","96683","Canis","genus","41198","Quaternary","","2.58","0","32942"
"872661","occ","","","96713","Canis","genus","41198","Neogene","","23.03","2.58","32997"
"872761","occ","","","96741","Canis etruscus","species","376900","Pliocene","","5.333","2.58","32997"
"906500","occ","","","101897","Canis lupus","species","44860","Middle Pleistocene","","0.774","0.129","34644"
"906526","occ","","","101898","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","34644"
"906585","occ","","","101899","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","34644"
"919198","occ","","","104034","Canis","genus","41198","Late Pleistocene","Holocene","0.129","0","1461"
"919339","occ","","","104664","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","1461"
"919340","occ","","","104664","Canis","genus","41198","Late Pleistocene","","0.129","0.0117","1461"
"919358","occ","","","104667","Canis familiaris","species","104153","Holocene","","0.0117","0","41131"
"919359","occ","","","104668","Canis","genus","41198","Pleistocene","","2.58","0.0117","1461"
"919450","occ","","","104675","Canis familiaris","species","104153","Holocene","","0.0117","0","1461"
"919493","occ","","","104680","Canis","genus","41198","Late Pleistocene","Holocene","0.129","0","1461"
"919540","occ","","","104689","Canis lupus","species","44860","Late Pleistocene","Holocene","0.129","0","1461"
"934378","occ","","","82258","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","35381"
"935492","occ","","","82530","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","35842"
"938097","occ","","","102954","Canis lupus","species","44860","Late Pleistocene","Holocene","0.129","0","35949"
"970705","occ","","","59167","Canis","genus","41198","Messinian","Piacenzian","7.246","2.58","37298"
"970822","occ","","","115167","Canis","genus","41198","Late Pleistocene","","0.129","0.0117","37301"
"973715","occ","","","93828","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","37407"
"1003082","occ","","","122115","Canis familiaris","species","104153","Holocene","","0.0117","0","38884"
"1006780","occ","","","32904","Canis","genus","41198","Holocene","","0.0117","0","39115"
"1028841","occ","","","93332","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","40141"
"1028864","occ","","","20302","Canis","genus","41198","Irvingtonian","","1.4","0.21","39868"
"1034153","occ","","","20302","Canis armbrusteri","species","44827","Irvingtonian","","1.4","0.21","39868"
"1034197","occ","","","20302","Canis rufus","species","44879","Irvingtonian","","1.4","0.21","41080"
"1118503","occ","","","142016","Canis proplatensis","species","264379","Early Pleistocene","","2.58","0.774","46109"
"1142035","occ","","","145500","Canis","genus","41198","Lujanian","","0.3","0.0117","46859"
"1185081","occ","","","152904","Canis armbrusteri","species","44827","Late Pleistocene","","0.129","0.0117","49269"
"1186497","occ","","","150336","Canis lupus","species","44860","Rancholabrean","","0.21","0.014","48793"
"1186498","occ","","","150336","Canis lupus","species","44860","Rancholabrean","","0.21","0.014","48793"
"1186499","occ","","","150336","Canis latrans","species","44854","Rancholabrean","","0.21","0.014","48793"
"1186500","occ","","","150336","Canis latrans","species","44854","Rancholabrean","","0.21","0.014","48793"
"1196134","occ","","","154722","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","50316"
"1196393","occ","","","154771","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","50335"
"1196538","occ","","","74292","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","50339"
"1196539","occ","","","74292","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","50339"
"1196937","occ","","","154805","Canis rufus","species","44879","Late Pleistocene","","0.129","0.0117","2451"
"1196938","occ","","","154805","Canis familiaris","species","104153","Late Pleistocene","","0.129","0.0117","2451"
"1197870","occ","","","154921","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","50430"
"1201221","occ","","","155393","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","50713"
"1201222","occ","","","155393","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","50713"
"1201311","occ","","","155409","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","50720"
"1217423","occ","","","19954","Canis lepophagus","species","44856","Blancan","","4.7","1.4","52058"
"1217424","occ","","","19914","Canis lepophagus","species","44856","Blancan","","4.7","1.4","52058"
"1217425","occ","","","79621","Canis lepophagus","species","44856","Blancan","Rancholabrean","4.7","0.014","52058"
"1220316","occ","","","20033","Canis edwardii","species","44838","Blancan","","4.7","1.4","52058"
"1220317","occ","","","19963","Canis edwardii","species","44838","Blancan","","4.7","1.4","52058"
"1220325","occ","","","19954","Canis edwardii","species","44838","Blancan","","4.7","1.4","52058"
"1220326","occ","","","19751","Canis edwardii","species","44838","Blancan","","4.7","1.4","52058"
"1220328","occ","","","159674","Canis edwardii","species","44838","Irvingtonian","","1.4","0.21","52058"
"1220329","occ","","","159675","Canis edwardii","species","44838","Irvingtonian","","1.4","0.21","52058"
"1220330","occ","","","159676","Canis edwardii","species","44838","Irvingtonian","","1.4","0.21","52058"
"1220333","occ","","","159677","Canis edwardii","species","44838","Irvingtonian","","1.4","0.21","52058"
"1220334","occ","","","159678","Canis edwardii","species","44838","Irvingtonian","","1.4","0.21","52058"
"1220335","occ","","","159679","Canis edwardii","species","44838","Irvingtonian","","1.4","0.21","52058"
"1220336","occ","","","20342","Canis edwardii","species","44838","Irvingtonian","","1.4","0.21","52058"
"1220337","occ","","","18500","Canis edwardii","species","44838","Irvingtonian","","1.4","0.21","52058"
"1220339","occ","","","20322","Canis edwardii","species","44838","Blancan","","4.7","1.4","52058"
"1220340","occ","","","159680","Canis latrans","species","44854","Irvingtonian","","1.4","0.21","52058"
"1220342","occ","","","20532","Canis latrans","species","44854","Irvingtonian","","1.4","0.21","52058"
"1220343","occ","","","152653","Canis latrans","species","44854","Irvingtonian","","1.4","0.21","52058"
"1220344","occ","","","20537","Canis armbrusteri","species","44827","Irvingtonian","","1.4","0.21","52058"
"1220346","occ","","","20501","Canis latrans","species","44854","Irvingtonian","","1.4","0.21","52058"
"1230888","occ","","","162014","Canis lupus","species","44860","Holocene","","0.0117","0","52776"
"1231936","occ","","","162133","Canis latrans","species","44854","Holocene","","0.0117","0","52801"
"1231937","occ","","","162133","Canis familiaris","species","104153","Holocene","","0.0117","0","52801"
"1234807","occ","","","162545","Canis familiaris","species","104153","Holocene","","0.0117","0","52940"
"1287081","occ","","","171637","Canis","genus","41198","Holocene","","0.0117","0","55812"
"1310775","occ","","","175940","Canis lupus","species","44860","Holocene","","0.0117","0","57682"
"1310781","occ","","","175940","Canis familiaris","species","104153","Holocene","","0.0117","0","57682"
"1310790","occ","","","175941","Canis familiaris","species","104153","Holocene","","0.0117","0","57683"
"1310800","occ","","","175942","Canis familiaris","species","104153","Holocene","","0.0117","0","57683"
"1314668","occ","","","176411","Canis familiaris","species","104153","Holocene","","0.0117","0","58039"
"1315330","occ","","","176525","Canis","genus","41198","Holocene","","0.0117","0","58111"
"1315351","occ","","","122450","Canis lupus","species","44860","Holocene","","0.0117","0","58111"
"1315352","occ","","","122450","Canis","genus","41198","Holocene","","0.0117","0","58111"
"1315386","occ","","","122440","Canis","genus","41198","Holocene","","0.0117","0","58111"
"1350252","occ","","","183092","Canis etruscus","species","376900","Late Miocene","Early Pleistocene","11.63","0.774","61081"
"1350564","occ","40879","","183123","Canis arnensis","species","370342","Pleistocene","","2.58","0.0117","85341"
"1356828","occ","","","184245","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","61580"
"1359487","occ","","","77773","Canis accitanus","species","476327","Gelasian","","2.58","1.8","85600"
"1372387","occ","","","104698","Canis armbrusteri","species","44827","Calabrian","","1.8","0.774","62831"
"1374964","occ","","","187755","Canis familiaris","species","104153","Holocene","","0.0117","0","63022"
"1381546","occ","","","184243","Canis lupus","species","44860","Late Pleistocene","Holocene","0.129","0","63554"
"1381614","occ","","","189026","Canis etruscus","species","376900","Early Pleistocene","","2.58","0.774","63501"
"1383258","occ","","","189574","Canis etruscus","species","376900","Early Pleistocene","","2.58","0.774","63715"
"1383259","occ","","","189574","Canis familiaris","species","104153","Early Pleistocene","","2.58","0.774","63715"
"1384786","occ","","","189786","Canis","genus","41198","Early Pleistocene","","2.58","0.774","63308"
"1388446","occ","","","190860","Canis","genus","41198","Pleistocene","","2.58","0.0117","64165"
"1390191","occ","","","191169","Canis familiaris","species","104153","Holocene","","0.0117","0","64468"
"1392309","occ","","","191730","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.774","0.0117","64663"
"1402614","occ","","","193448","Canis familiaris","species","104153","Holocene","","0.0117","0","65723"
"1408236","occ","","","194625","Canis familiaris","species","104153","Holocene","","0.0117","0","66133"
"1408319","occ","","","194632","Canis familiaris","species","104153","Holocene","","0.0117","0","66133"
"1410037","occ","","","194477","Canis","genus","41198","Middle Pleistocene","","0.774","0.129","66223"
"1411372","occ","","","194995","Canis familiaris","species","104153","Holocene","","0.0117","0","66290"
"1411712","occ","","","195045","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","34644"
"1411905","occ","","","195066","Canis","genus","41198","Holocene","","0.0117","0","66327"
"1411946","occ","","","195062","Canis","genus","41198","Holocene","","0.0117","0","66327"
"1411948","occ","","","195062","Canis lupus","species","44860","Holocene","","0.0117","0","66327"
"1412052","occ","","","153777","Canis","genus","41198","Late Pleistocene","Holocene","0.129","0","66345"
"1416817","occ","","","195939","Canis latrans","species","44854","Rancholabrean","","0.21","0.014","41104"
"1418252","occ","","","191915","Canis","genus","41198","Irvingtonian","","1.4","0.21","64797"
"1420072","occ","","","196971","Canis othmanii","species","475284","Middle Pleistocene","","0.774","0.129","67090"
"1420200","occ","","","197002","Canis lepophagus","species","44856","Late Pliocene","Early Pleistocene","3.6","0.774","6254"
"1420201","occ","","","197003","Canis","genus","41198","Late Pleistocene","","0.129","0.0117","67162"
"1420466","occ","","","197069","Canis chihliensis","species","433191","Early Pleistocene","","2.58","0.774","67150"
"1420475","occ","","","197074","Canis mosbachensis","species","366711","Pleistocene","","2.58","0.0117","67163"
"1420477","occ","","","197075","Canis mosbachensis","species","366711","Early Pleistocene","","2.58","0.774","67164"
"1420481","occ","","","40988","Canis mosbachensis","species","366711","Early Pleistocene","","2.58","0.774","67165"
"1420770","occ","","","197162","Canis familiaris","species","104153","Pleistocene","","2.58","0.0117","67192"
"1420771","occ","","","197163","Canis mosbachensis","species","366711","Middle Pleistocene","Holocene","0.774","0","67193"
"1422090","occ","","","197461","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","9534"
"1425099","occ","","","197938","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","67459"
"1425147","occ","","","197939","Canis mosbachensis","species","366711","Early Pleistocene","","2.58","0.774","67460"
"1425148","occ","","","197940","Canis etruscus","species","376900","Late Pliocene","","3.6","2.58","67461"
"1425153","occ","","","197944","Canis lupaster","species","471380","Early Pleistocene","","2.58","0.774","67465"
"1425299","occ","","","197957","Canis","genus","41198","Late Pleistocene","","0.129","0.0117","67484"
"1425302","occ","","","197960","Canis lupus","species","44860","Pleistocene","","2.58","0.0117","67487"
"1425303","occ","","","197961","Canis lupus","species","44860","Pleistocene","","2.58","0.0117","67488"
"1430168","occ","","","199170","Canis gezi","species","433187","Ensenadan","","1.7","0.3","67787"
"1434228","occ","","","187637","Canis","genus","41198","Middle Pleistocene","","0.774","0.129","68074"
"1434277","occ","","","200084","Canis","genus","41198","Early Pleistocene","","2.58","0.774","68076"
"1437892","occ","","","200622","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","12687"
"1437893","occ","","","200485","Canis","genus","41198","Late Pleistocene","","0.129","0.0117","12687"
"1448707","occ","","","202122","Canis","genus","41198","Early Pleistocene","","2.58","0.774","69234"
"1460586","occ","","","203847","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","69851"
"1465636","occ","39330","","197943","Canis","genus","41198","Early Pleistocene","","2.58","0.774","78892"
"1487198","occ","","","206955","Canis lepophagus","species","44856","Early Pleistocene","","2.58","0.774","71195"
"1487199","occ","","","79919","Canis","genus","41198","Irvingtonian","","1.4","0.21","71195"
"1487201","occ","","","77590","Canis latrans","species","44854","Pleistocene","","2.58","0.0117","71195"
"1487202","occ","","","206992","Canis latrans","species","44854","Rancholabrean","","0.21","0.014","71195"
"1487203","occ","","","80232","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","71195"
"1490845","occ","36568","","85140","Canis","genus","41198","Pleistocene","","2.58","0.0117","71494"
"1491255","occ","","","207447","Canis","genus","41198","Pleistocene","","2.58","0.0117","71463"
"1498711","occ","","","208563","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","72003"
"1498716","occ","","","208564","Canis","genus","41198","Late Pleistocene","","0.129","0.0117","72004"
"1498717","occ","","","208564","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","72004"
"1498741","occ","","","208565","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","72004"
"1500041","occ","","","208786","Canis aureus","species","104156","Holocene","","0.0117","0","72065"
"1500097","occ","","","208787","Canis aureus","species","104156","Holocene","","0.0117","0","72065"
"1500120","occ","","","208787","Canis lupus","species","44860","Holocene","","0.0117","0","72065"
"1515299","occ","","","195112","Canis latrans","species","44854","Rancholabrean","","0.21","0.014","73089"
"1519568","occ","","","192626","Canis latrans","species","44854","Pleistocene","","2.58","0.0117","69885"
"1519576","occ","","","212356","Canis lupus","species","44860","Pleistocene","","2.58","0.0117","69885"
"1520821","occ","","","189383","Canis","genus","41198","Late Pleistocene","","0.129","0.0117","73427"
"1534974","occ","","","215546","Canis lupus","species","44860","Holocene","","0.0117","0","74331"
"1561560","occ","","","220460","Canis lupus","species","44860","Holocene","","0.0117","0","77038"
"1568121","occ","","","205285","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","77543"
"1568191","occ","","","221415","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","77543"
"1568254","occ","","","221422","Canis lupus","species","44860","Middle Pleistocene","","0.774","0.129","77543"
"1568287","occ","","","221425","Canis lupus","species","44860","Middle Pleistocene","","0.774","0.129","77543"
"1570955","occ","","","221863","Canis familiaris","species","104153","Holocene","","0.0117","0","77810"
"1570970","occ","","","221863","Canis lupus","species","44860","Holocene","","0.0117","0","77810"
"1571805","occ","","","221970","Canis familiaris","species","104153","Holocene","","0.0117","0","77941"
"1586157","occ","","","34764","Canis etruscus","species","376900","Early Pleistocene","Pleistocene","2.58","0.0117","79089"
"1586576","occ","","","224189","Canis familiaris","species","104153","Holocene","","0.0117","0","79248"
"1593117","occ","","","225289","Canis latrans","species","44854","Rancholabrean","","0.21","0.014","81276"
"1594573","occ","","","197768","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","81666"
"1596037","occ","","","225664","Canis","genus","41198","Pleistocene","","2.58","0.0117","81737"
"1606759","occ","","","227227","Canis","genus","41198","Late Pleistocene","","0.129","0.0117","1562"
"1607364","occ","","","227368","Canis familiaris","species","104153","Pleistocene","","2.58","0.0117","82811"
"1608100","occ","","","227461","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","82866"
"1608578","occ","","","216271","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","41113"
"1608579","occ","","","216271","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","41113"
"1614785","occ","","","228443","Canis","genus","41198","Holocene","","0.0117","0","83301"
"1614828","occ","","","228444","Canis","genus","41198","Holocene","","0.0117","0","83302"
"1615106","occ","","","228492","Canis","genus","41198","Holocene","","0.0117","0","83338"
"1616344","occ","","","228756","Canis","genus","41198","Holocene","","0.0117","0","83574"
"1616367","occ","","","228757","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1616425","occ","","","228765","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1616427","occ","","","228766","Canis","genus","41198","Holocene","","0.0117","0","83579"
"1616733","occ","","","228844","Canis familiaris","species","104153","Holocene","","0.0117","0","83618"
"1616907","occ","","","228845","Canis","genus","41198","Holocene","","0.0117","0","83619"
"1617231","occ","","","228861","Canis","genus","41198","Holocene","","0.0117","0","83691"
"1617238","occ","","","228895","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1617248","occ","","","228896","Canis","genus","41198","Holocene","","0.0117","0","83692"
"1617265","occ","","","228897","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1617281","occ","","","228898","Canis","genus","41198","Holocene","","0.0117","0","83693"
"1617299","occ","","","228899","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1617693","occ","","","160848","Canis","genus","41198","Holocene","","0.0117","0","83731"
"1617720","occ","","","228919","Canis","genus","41198","Holocene","","0.0117","0","83733"
"1617734","occ","","","228920","Canis","genus","41198","Holocene","","0.0117","0","83734"
"1617750","occ","","","228921","Canis familiaris","species","104153","Holocene","","0.0117","0","83735"
"1617844","occ","","","228924","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1617855","occ","","","228926","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1617883","occ","","","228927","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1618277","occ","","","228928","Canis lupus","species","44860","Holocene","","0.0117","0","81667"
"1618278","occ","","","228928","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1622315","occ","","","229484","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1622356","occ","","","229489","Canis","genus","41198","Holocene","","0.0117","0","81667"
"1622674","occ","","","229538","Canis lupus","species","44860","Holocene","","0.0117","0","81667"
"1624694","occ","","","229885","Canis familiaris","species","104153","Holocene","","0.0117","0","81667"
"1624959","occ","","","229938","Canis familiaris","species","104153","Holocene","","0.0117","0","81667"
"1624970","occ","","","229939","Canis familiaris","species","104153","Holocene","","0.0117","0","81667"
"1624986","occ","","","229940","Canis familiaris","species","104153","Holocene","","0.0117","0","81667"
"1625004","occ","","","229942","Canis familiaris","species","104153","Holocene","","0.0117","0","81667"
"1625018","occ","","","229943","Canis familiaris","species","104153","Holocene","","0.0117","0","81667"
"1626418","occ","","","230224","Canis hewitti","species","475283","Late Pliocene","Pleistocene","3.6","0.0117","84766"
"1626772","occ","","","230277","Canis","genus","41198","Early Pleistocene","","2.58","0.774","84873"
"1627401","occ","","","230380","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","85041"
"1629200","occ","","","230753","Canis latrans","species","44854","Late Pleistocene","","0.129","0.0117","85310"
"1629645","occ","","","183130","Canis lupus","species","44860","Holocene","","0.0117","0","85341"
"1629982","occ","","","140474","Canis vetulus","species","475050","Pleistocene","","2.58","0.0117","85380"
"1630051","occ","","","230876","Canis incertus","species","475127","Pleistocene","","2.58","0.0117","85380"
"1630172","occ","","","180202","Canis geismarianus","species","330897","Arikareean","","29.5","18.5","53289"
"1630542","occ","","","230980","Canis mosbachensis","species","366711","Middle Pleistocene","","0.774","0.129","85448"
"1630571","occ","","","230983","Canis lupus","species","44860","Late Pleistocene","","0.129","0.0117","85454"
"1630592","occ","","","230986","Canis aureus","species","104156","Middle Pleistocene","","0.774","0.129","85455"
"1630593","occ","","","230985","Canis aureus","species","104156","Middle Pleistocene","","0.774","0.129","85455"
"1630594","occ","","","230984","Canis aureus","species","104156","Late Pleistocene","","0.129","0.0117","85455"
"1630595","occ","","","122304","Canis aureus","species","104156","Holocene","","0.0117","0","85455"
"1630730","occ","","","190068","Canis longdanensis","species","433194","Early Pleistocene","","2.58","0.774","84314"
"1630738","occ","","","190068","Canis teilhardi","species","433193","Early Pleistocene","","2.58","0.774","84314"
"1630756","occ","","","181093","Canis michauxi","species","475373","Pliocene","","5.333","2.58","85487"
"1630757","occ","","","231014","Canis adoxus","species","475374","Pliocene","","5.333","2.58","85487"
"1630758","occ","","","44231","Canis senezensis","species","475375","Pliocene","Pleistocene","5.333","0.0117","85487"
"1630807","occ","","","231023","Canis chihliensis","species","433191","Late Pliocene","Early Pleistocene","3.6","0.774","85493"
"1630808","occ","","","231023","Canis palmidens","species","433192","Late Pliocene","Early Pleistocene","3.6","0.774","85493"
"1630916","occ","","","70673","Canis proplatensis","species","264379","Early Pleistocene","","2.58","0.774","85519"
"1631011","occ","","","231062","Canis gezi","species","433187","Ensenadan","","1.7","0.3","85524"
"1631013","occ","","","231063","Canis gezi","species","433187","Chapadmalalan","Ensenadan","3.7","0.3","85524"
"1631044","occ","","","231076","Canis variabilis","species","399955","Middle Pleistocene","","0.774","0.129","84320"
"1631046","occ","","","231076","Canis mosbachensis variabilis","subspecies","399954","Middle Pleistocene","","0.774","0.129","84320"
"1632192","occ","","","231229","Canis feneus","species","301915","Irvingtonian","","1.4","0.21","52058"
"1651631","occ","","","234512","Canis simensis","species","433177","Calabrian","","1.8","0.774","88177"
"1656053","occ","","","235090","Canis lupus","species","44860","Holocene","","0.0117","0","88547"
